Q ID	T/F question	Focus	URL	Sentence	Supporting (0-2)?
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://schoolmediainteractive.com/view/object/video/10E4ECDBE18EBAC08F1A0D5C11148E96?objt	The six simple machines are: inclined plane, wedge, screw, lever, wheel and axle, and pulley.	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://examples.yourdictionary.com/pulley-examples.html	A pulley is one of the original simple machines.	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://examples.yourdictionary.com/pulley-examples.html	Flagpoles use pulleys in order to hoist the flag up or to bring it down.	2
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_simple/cub_simple_lesson05.xml	No one knows for sure if pulleys were one of the simple machines that ancient cultures used to build pyramids.	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_simple/cub_simple_lesson05.xml	A pulley is a simple machine consisting of a string (or rope) wrapped around a wheel (sometimes with a groove) with one end of the string attached to an object and the other end attached to a person or a motor.	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_simple/cub_simple_lesson05.xml	Some common examples are large construction cranes that use pulleys to lift heavy objects with what would normally be a very underpowered motor (see Figure 1), weight machines at a gym, some elevators, flagpoles, window blinds, bicycle rings/chains, clotheslines, water well bucket/rope, zip lines, motors, rock climbing devices, and sailing and fishing boats (see Figure 2).	1
19	Is it true that a simple machine that helps move a flag up a flagpole is a pulley? 	a pulley	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_simple/cub_simple_lesson05.xml	Although this is a helpful and convenient use for pulleys, it has a major limitation: the force you must apply to lift the object is the same amount as if you were just lifting the object without the pulley (which is acceptable for raising a flag, but not helpful enough if trying to raise a pyramid stone).	1
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://en.wikipedia.org/wiki/Graduated_cylinder	A graduated cylinder, measuring cylinder or mixing cylinder is a piece of laboratory equipment used to measure the volume of a liquid	2
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://en.wikipedia.org/wiki/Graduated_cylinder	For these reasons, graduated cylinders should not be used to perform volumetric analysis.	0
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.msnucleus.org/membership/html/k-6/as/scimath/3/assm3_5a.html	Students learn to measure liquids in a graduated cylinder	2
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.msnucleus.org/membership/html/k-6/as/scimath/3/assm3_5a.html	They will use a container called a graduated cylinder to measure liquids.	1
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.msnucleus.org/membership/html/k-6/as/scimath/3/assm3_5a.html	Graduated cylinders have numbers on the side that help you determine the volume.	1
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.webassign.net/sample/ncsugenchem202labv1/equipment/manual.html	Most students are familiar with graduated cylinders, which are used to measure and dispense known volumes of liquids.	2
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.webassign.net/sample/ncsugenchem202labv1/equipment/manual.html	Measurements made with a graduated cylinder can be reported to three significant figures.	0
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://dl.clackamas.cc.or.us/ch104-02/volume_meas.htm	You should be able to measure the volume of liquids in a graduated cylinder.	2
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://dl.clackamas.cc.or.us/ch104-02/volume_meas.htm	How precisely you can measure volume depends on the size and type of graduated cylinder you use.	1
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://dl.clackamas.cc.or.us/ch104-02/volume_meas.htm	A 10 milliliter cylinder, for example, usually has one tenth of a milliliter for each graduation, but some have two-tenths milliliter for each graduation.	0
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://chem.answers.com/chemistry-basics/the-process-for-reading-a-graduated-cylinder	A graduated cylinder is used in chemistry experiments to measure the volume of liquid.	2
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://chem.answers.com/chemistry-basics/the-process-for-reading-a-graduated-cylinder	When you begin your measuring, it is important that you to use the correct size of graduated cylinder.	0
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://chem.answers.com/chemistry-basics/the-process-for-reading-a-graduated-cylinder	As you can see, reading a graduated cylinder can be an easy process if you understand how to measure the liquid.	0
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.esu.edu/~scady/measurement.shtml	Graduated cylinders are calibrated to contain (TC) or to deliver (TD) a precise amount of liquid at a given temperature, usually 20 °C.	1
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://www.esu.edu/~scady/measurement.shtml	A graduated cylinder marked TC will hold the volume measured but will not deliver that volume to the container when transferred.	0
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://web.centre.edu/che/che131_lab/volumetricGlassware.htm	The TC notation, used on volumetric flasks and (most) graduated cylinders, means that the markings give an accurate measure of the volume contained, but that pouring the liquid into another container will not necessarily deliver the indicated volume.	1
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://web.centre.edu/che/che131_lab/volumetricGlassware.htm	Pipets are used to measure and dispense liquids accurately (more so than a graduated cylinder).	1
24	Is it true that a graduated cylinder is used to measure the volume of a liquid? 	graduated cylinder	http://en.wikibooks.org/wiki/High_School_Chemistry/Making_Measurements	It would be easier to measure out the volume in a graduated cylinder.	1
25	Is it true that heat is needed to change water from a liquid to a gas? 	heat	http://www.mikeblaber.org/oldwine/chm1045/notes/Forces/State/Forces04.htm	The heat needed for the vaporization of a liquid is called the heat of vaporization	1
25	Is it true that heat is needed to change water from a liquid to a gas? 	heat	http://www.mikeblaber.org/oldwine/chm1045/notes/Forces/State/Forces04.htm	Vaporization requires the input of heat energy.	1
25	Is it true that heat is needed to change water from a liquid to a gas? 	heat	http://hyperphysics.phy-astr.gsu.edu/hbase/thermo/phase2.html	The energy required to change a gram of a substance from the solid to the liquid state without changing its temperature is commonly called it's "heat of fusion"	1
25	Is it true that heat is needed to change water from a liquid to a gas? 	heat	http://hyperphysics.phy-astr.gsu.edu/hbase/thermo/phase2.html	The energy required to change a gram of a liquid into the gaseous state at the boiling point is called the "heat of vaporization".	1
25	Is it true that heat is needed to change water from a liquid to a gas? 	heat	http://www.chem.fsu.edu/chemlab/chm1046course/liquids.html	Vaporization is the process of converting a liquid into a gas.	1
25	Is it true that heat is needed to change water from a liquid to a gas? 	heat	http://www.chem.fsu.edu/chemlab/chm1046course/liquids.html	Since we know that the particles of a gas are moving faster than those of a liquid, an input of energy must be required for a liquid to become a gas.	1
25	Is it true that heat is needed to change water from a liquid to a gas? 	heat	http://www.chem.fsu.edu/chemlab/chm1046course/liquids.html	The most common way to add energy to a liquid system is by adding heat.	1
25	Is it true that heat is needed to change water from a liquid to a gas? 	heat	http://www.chem.fsu.edu/chemlab/chm1046course/liquids.html	And if you must add energy/heat a liquid to convert it to a gas, then you must remove energy from or cool a gas to convert it into a liquid.	2
25	Is it true that heat is needed to change water from a liquid to a gas? 	heat	http://en.wikipedia.org/wiki/Enthalpy_of_vaporization	The enthalpy of vaporization, (symbol ∆Hvap) also known as the (latent) heat of vaporization or heat of evaporation, is the enthalpy change required to transform a given quantity of a substance from a liquid into a gas at a given pressure (often atmospheric pressure, as in STP).	1
25	Is it true that heat is needed to change water from a liquid to a gas? 	heat	http://en.wikipedia.org/wiki/Enthalpy_of_vaporization	The enthalpy of condensation (or heat of condensation) is by definition equal to the enthalpy of vaporization with the opposite sign: enthalpy changes of vaporization are always positive (heat is absorbed by the substance), whereas enthalpy changes of condensation are always negative (heat is released by the substance).	0
30	Is it true that exercising daily is one way that humans can maintain good health? 	exercising daily	http://www.mayoclinic.org/healthy-living/fitness/in-depth/exercise/art-20048389	You know exercise is good for you, but do you know how good?	1
30	Is it true that exercising daily is one way that humans can maintain good health? 	exercising daily	http://www.mayoclinic.org/healthy-living/fitness/in-depth/exercise/art-20048389	Exercise can help prevent excess weight gain or help maintain weight loss.	1
30	Is it true that exercising daily is one way that humans can maintain good health? 	exercising daily		Exercise combats health conditions and diseases	1
30	Is it true that exercising daily is one way that humans can maintain good health? 	exercising daily	http://www.cdc.gov/physicalactivity/everyone/health/	Regular physical activity is one of the most important things you can do for your health.	1
30	Is it true that exercising daily is one way that humans can maintain good health? 	exercising daily	http://www.cdc.gov/physicalactivity/everyone/health/	The bottom line is - the health benefits of physical activity far outweigh the risks of getting hurt.	1
30	Is it true that exercising daily is one way that humans can maintain good health? 	exercising daily	http://www.cdc.gov/physicalactivity/everyone/guidelines/adults.html	If you are an adult with a disability, regular physical activity can provide you with important health benefits, like a stronger heart, lungs, and muscles, improved mental health, and a better ability to do everyday tasks.	1
30	Is it true that exercising daily is one way that humans can maintain good health? 	exercising daily	http://www.hsph.harvard.edu/nutritionsource/staying-active-full-story/	Regular exercise or physical activity helps many of the body’s systems function better, keeps heart disease, diabetes, and a host of other diseases at bay, and is a key ingredient for losing weight.	1
30	Is it true that exercising daily is one way that humans can maintain good health? 	exercising daily	http://www.hsph.harvard.edu/nutritionsource/staying-active-full-story/	If exercise and regular physical activity benefit the body, a sedentary lifestyle does the opposite, increasing the chances of becoming overweight and developing a number of chronic diseases.	1
30	Is it true that exercising daily is one way that humans can maintain good health? 	exercising daily	http://www.hsph.harvard.edu/nutritionsource/staying-active-full-story/	Being a “couch potato” may be harmful even for people who get regular exercise.	0
30	Is it true that exercising daily is one way that humans can maintain good health? 	exercising daily	http://www.health.gov/paguidelines/blog/post/How-Much-Daily-Exercise-is-Best-for-Weight-Loss.aspx	The authors concluded that while one group of overweight men performed twice the amount of daily aerobic exercise, the decrease in body weight and body fat was no greater than the group that performed half as much.	0
36	Is it true that exercising every day is an example of a good health habit? 	exercising every day	http://familydoctor.org/familydoctor/en/seniors/staying-healthy/good-health-habits-at-age-60-and-beyond.html	Physical activity is good for people at any age.	1
36	Is it true that exercising every day is an example of a good health habit? 	exercising every day	http://familydoctor.org/familydoctor/en/seniors/staying-healthy/good-health-habits-at-age-60-and-beyond.html	For people who have these conditions, a lack of exercise is a bigger risk than an exercise-related injury.	0
36	Is it true that exercising every day is an example of a good health habit? 	exercising every day	http://kidshealth.org/teen/your_body/take_care/healthy_weight.html	The keys to reaching or staying at a healthy weight are regular exercise and good eating habits.	2
36	Is it true that exercising every day is an example of a good health habit? 	exercising every day		The good news is that it's OK to divide it into shorter "exercise breaks" throughout the day.	0
36	Is it true that exercising every day is an example of a good health habit? 	exercising every day		Committing to exercise is always a difficult thing.	0
36	Is it true that exercising every day is an example of a good health habit? 	exercising every day		I’m going to exercise every day.	0
36	Is it true that exercising every day is an example of a good health habit? 	exercising every day		Here are 20 proven ways to make exercise a habit.	0
36	Is it true that exercising every day is an example of a good health habit? 	exercising every day		You can talk about starting an exercise regiment and eating healthier foods all you want, but nothing will change until you START DOING IT.	0
36	Is it true that exercising every day is an example of a good health habit? 	exercising every day	http://www.mayoclinic.org/healthy-living/weight-loss/in-depth/weight-loss/art-20047752	Generally to lose 1 to 2 pounds a week, you need to burn 500 to 1,000 calories more than you consume each day, through a lower calorie diet and regular exercise.	0
36	Is it true that exercising every day is an example of a good health habit? 	exercising every day	http://www.mayoclinic.org/healthy-living/weight-loss/in-depth/weight-loss/art-20047752	"Exercise every day" is an example of a process goal.	0
40	Is it true that a pumpkin is a fruit? 	pumpkin	http://en.wikipedia.org/wiki/Pumpkin	All pumpkins are winter squash: mature fruit of certain species in the genus Cucurbita.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.smithlifescience.com/ProducersConsumersDecomposers.htm	Without the decomposers, there could be no life since plants would run out of nutrients.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.smithlifescience.com/ProducersConsumersDecomposers.htm	A consumer is the organisms that obtain nutrients from other organisms.	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://en.wikipedia.org/wiki/Decomposer	Bacteria are vital in the recycling of nutrients, and many steps in nutrient cycles depend on these organisms.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://en.wikipedia.org/wiki/Decomposer	Decomposers or saprotrophs are organisms that break down dead or decaying organisms, and in doing so carry out the natural process of decomposition.[	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://en.wikipedia.org/wiki/Decomposer	Hyphae used to break down matter and absorb nutrients are also used in reproduction.	1
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.bbc.co.uk/schools/gcsebitesize/science/add_ocr_gateway/green_world/decayrev1.shtml	Decay recycles important nutrients for plant growth.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.bbc.co.uk/schools/gcsebitesize/science/add_ocr_gateway/green_world/decayrev1.shtml	Decomposers such as bacteria and fungi cause decay at a microscopic level.	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.unitedstreaming.com/videos/dsc/data/8c090db8-b492-4d6b-b286-99ad57e8ee38.pdf	These organisms break down dead plants and animals into nutrients in a process called decomposition.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.unitedstreaming.com/videos/dsc/data/8c090db8-b492-4d6b-b286-99ad57e8ee38.pdf	They put these nutrients back into the soil, where the nutrients can be used by plants.	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://mrscwhite.files.wordpress.com/2011/11/nsp7sb044.pdf	Moulds and bacteria spoil food, but by doing so they recycle nutrients within the ecosystem.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://mrscwhite.files.wordpress.com/2011/11/nsp7sb044.pdf	Without decomposers, nutrients would remain locked in the tissues of dead plants and animals.	1
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://mrscwhite.files.wordpress.com/2011/11/nsp7sb044.pdf	Decomposers break down matter and turn it into the nutrients that living things need every day	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://mrscwhite.files.wordpress.com/2011/11/nsp7sb044.pdf	The nutrients from the decomposing salmon are not only used by the next generation of salmon.	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_bio/cub_bio_lesson06.xml	Decomposers can recycle dead plants and animals into chemical nutrients such as carbon and nitrogen that are released back into the soil, air and water as food for living plants and animals.	1
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_bio/cub_bio_lesson06.xml	When they eat, they take in nutrients from microorganisms as well as soil and tiny pebbles.	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_bio/cub_bio_lesson06.xml	Students investigate decomposers and the role of decomposers in maintaining the flow of nutrients in an environment.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	https://www.boundless.com/microbiology/microbial-ecology/microbial-ecology/organization-of-ecosystems/	Other microbes are decomposers, with the ability to recycle nutrients from dead organic matter and other organisms' waste products.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	https://www.boundless.com/microbiology/microbial-ecology/microbial-ecology/organization-of-ecosystems/	Microorganisms serve essential roles in the complex nutrient exchange system that defines an ecological community.	1
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	https://www.boundless.com/microbiology/microbial-ecology/microbial-ecology/organization-of-ecosystems/	Additionally, the movement of mineral nutrients in the food chain is cyclic rather than linear. 	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.smithlifescience.com/ProducersConsumersDecomposers.htm	Without the decomposers, there could be no life since plants would run out of nutrients.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.smithlifescience.com/ProducersConsumersDecomposers.htm	A consumer is the organisms that obtain nutrients from other organisms.	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://en.wikipedia.org/wiki/Decomposer	Bacteria are vital in the recycling of nutrients, and many steps in nutrient cycles depend on these organisms.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://en.wikipedia.org/wiki/Decomposer	Decomposers or saprotrophs are organisms that break down dead or decaying organisms, and in doing so carry out the natural process of decomposition.[	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://en.wikipedia.org/wiki/Decomposer	Hyphae used to break down matter and absorb nutrients are also used in reproduction.	1
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.bbc.co.uk/schools/gcsebitesize/science/add_ocr_gateway/green_world/decayrev1.shtml	Decay recycles important nutrients for plant growth.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.bbc.co.uk/schools/gcsebitesize/science/add_ocr_gateway/green_world/decayrev1.shtml	Decomposers such as bacteria and fungi cause decay at a microscopic level.	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.unitedstreaming.com/videos/dsc/data/8c090db8-b492-4d6b-b286-99ad57e8ee38.pdf	These organisms break down dead plants and animals into nutrients in a process called decomposition.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.unitedstreaming.com/videos/dsc/data/8c090db8-b492-4d6b-b286-99ad57e8ee38.pdf	They put these nutrients back into the soil, where the nutrients can be used by plants.	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://mrscwhite.files.wordpress.com/2011/11/nsp7sb044.pdf	Moulds and bacteria spoil food, but by doing so they recycle nutrients within the ecosystem.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://mrscwhite.files.wordpress.com/2011/11/nsp7sb044.pdf	Without decomposers, nutrients would remain locked in the tissues of dead plants and animals.	1
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://mrscwhite.files.wordpress.com/2011/11/nsp7sb044.pdf	Decomposers break down matter and turn it into the nutrients that living things need every day	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://mrscwhite.files.wordpress.com/2011/11/nsp7sb044.pdf	The nutrients from the decomposing salmon are not only used by the next generation of salmon.	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_bio/cub_bio_lesson06.xml	Decomposers can recycle dead plants and animals into chemical nutrients such as carbon and nitrogen that are released back into the soil, air and water as food for living plants and animals.	1
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_bio/cub_bio_lesson06.xml	When they eat, they take in nutrients from microorganisms as well as soil and tiny pebbles.	0
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	http://www.teachengineering.org/view_lesson.php?url=collection/cub_/lessons/cub_bio/cub_bio_lesson06.xml	Students investigate decomposers and the role of decomposers in maintaining the flow of nutrients in an environment.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	https://www.boundless.com/microbiology/microbial-ecology/microbial-ecology/organization-of-ecosystems/	Other microbes are decomposers, with the ability to recycle nutrients from dead organic matter and other organisms' waste products.	2
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	https://www.boundless.com/microbiology/microbial-ecology/microbial-ecology/organization-of-ecosystems/	Microorganisms serve essential roles in the complex nutrient exchange system that defines an ecological community.	1
63	Is it true that a decomposer is an organism that recycles nutrients? 	recycles nutrients	https://www.boundless.com/microbiology/microbial-ecology/microbial-ecology/organization-of-ecosystems/	Additionally, the movement of mineral nutrients in the food chain is cyclic rather than linear. 	0
72	Is it true that sleet and hail are forms of precipitation? 	precipitation	http://ww2.valdosta.edu/~clmaxwell/topic.html	Each type of precipitation are different and form under different weather conditions.	0
75	A marble is dropped in a glass of water. Is it true that gravity pulls the marble to the bottom of the glass? 		http://science-notebook.com/forces01.html	It is that force which holds us to the ground and keeps us from flying off into space.	1
75	A marble is dropped in a glass of water. Is it true that gravity pulls the marble to the bottom of the glass? 		http://science-notebook.com/forces01.html	The force of gravity exerted by the earth tends to draw all objects under it’s influence toward the center of the earth.	2
75	A marble is dropped in a glass of water. Is it true that gravity pulls the marble to the bottom of the glass? 		http://science-notebook.com/forces01.html	he earth’s gravity pulls all objects directly toward the center of the earth.	2
75	A marble is dropped in a glass of water. Is it true that gravity pulls the marble to the bottom of the glass? 		http://science-notebook.com/forces01.html	The forward speed of an object does not affect the force of gravity on that object.	0
75	A marble is dropped in a glass of water. Is it true that gravity pulls the marble to the bottom of the glass? 		http://www.newton.dep.anl.gov/askasci/phy05/phy05195.htm	The falling would be due to nothing but gravity.	2
75	A marble is dropped in a glass of water. Is it true that gravity pulls the marble to the bottom of the glass? 		http://www.newton.dep.anl.gov/askasci/phy05/phy05195.htm	Gravity just depends on the mass of the object (although technically the force of gravity changes slight from location to location).	0
75	A marble is dropped in a glass of water. Is it true that gravity pulls the marble to the bottom of the glass? 		http://www.newton.dep.anl.gov/askasci/phy05/phy05195.htm	That is because the gravity force increases with the cube of radius, but the drag force only proportionally with radius. 	0
75	A marble is dropped in a glass of water. Is it true that gravity pulls the marble to the bottom of the glass? 		http://cnx.org/content/m42196/latest/?collection=col11406/latest	Specific gravity is the ratio of the density of an object to a fluid (usually water).	0
75	A marble is dropped in a glass of water. Is it true that gravity pulls the marble to the bottom of the glass? 		http://www.vidyaonline.net/dl/400wizard.pdf	The earth’s gravity pulls the air down, just as everything else on earth is pulled down.	2
75	A marble is dropped in a glass of water. Is it true that gravity pulls the marble to the bottom of the glass? 		http://www.vidyaonline.net/dl/400wizard.pdf	Gravity then pulls it down into the glass.	2
80	Is it true that a turtle eating worms is an example of taking in nutrients? 	taking in nutrients	http://wiki.answers.com/Q/A_turtle_eating_worms_is_an_example_of	Yes, turtles eat worms but it would be wiser to feed them turtle food from the pet store because it would give them the right strength and nutrients it needs to be a healthy	2
80	Is it true that a turtle eating worms is an example of taking in nutrients? 	taking in nutrients	http://boxturtlesite.info/diet.html	Wild turtles are omnivores and in will eat earthworms, snails, grubs, beetles, caterpillars, carrion, grasses, fallen fruit, berries, mushrooms and flowers.	0
80	Is it true that a turtle eating worms is an example of taking in nutrients? 	taking in nutrients	http://www.takingcharge.csh.umn.edu/explore-healing-practices/food-medicine/how-does-food-impact-health	Thinking about food in this way gives us a view of nutrition that goes beyond calories or grams, good foods or bad foods.	1
80	Is it true that a turtle eating worms is an example of taking in nutrients? 	taking in nutrients	http://www.takingcharge.csh.umn.edu/explore-healing-practices/food-medicine/how-does-food-impact-health	And the food we eat is an important factor in that dysfunction, in part because our diets lack the necessary balance of nutrients	1
80	Is it true that a turtle eating worms is an example of taking in nutrients? 	taking in nutrients	http://articles.mercola.com/sites/articles/archive/2010/11/29/recommended-vegetable-list.aspx	Juicing helps you absorb most of the nutrients from the vegetables. 	0
80	Is it true that a turtle eating worms is an example of taking in nutrients? 	taking in nutrients	http://veterinary.answers.com/cats/understanding-cat-roundworms-and-how-to-treat-them	The worms live in the intestines, taking nutrients from the animal's diet.	2
